Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
35,189,1,0,0,27930,24915,3.3,6.0,230,18,24,3935,107,185
35,220,1,0,0,54765,47986,4.7,8.0,325,13,17,5390,112,193
35,291,1,0,0,20290,18553,2.4,4.0,161,22,27,3119,98,167
35,115,2,0,1,14085,13065,1.8,4.0,130,32,40,2502,102,178
35,117,2,0,1,15030,13650,1.8,4.0,130,32,40,2524,102,178
35,116,2,0,1,15295,13889,1.8,4.0,130,32,40,2524,102,178
35,137,2,0,1,10760,10144,1.5,4.0,108,35,43,2035,93,163
35,136,2,0,1,11560,10896,1.5,4.0,108,33,39,2085,93,163
35,138,2,0,1,11290,10642,1.5,4.0,108,35,43,2055,93,163
35,90,2,0,1,19560,17558,2.4,4.0,157,24,33,3086,107,189
35,91,2,0,1,22775,20325,3.0,6.0,210,21,29,3296,107,189
35,92,2,0,1,19635,17722,2.4,4.0,157,24,33,3175,107,193
35,93,2,0,1,21965,19819,3.3,6.0,225,20,29,3417,107,193
35,63,2,0,1,26560,23693,3.0,6.0,210,21,29,3417,107,192
35,95,2,0,1,25920,23125,3.0,6.0,210,21,29,3362,107,189
35,94,2,0,1,26510,23908,3.3,6.0,225,20,29,3439,107,193
35,64,2,0,1,30920,27271,3.0,6.0,210,21,29,3439,107,192
35,344,2,0,1,23495,21198,3.3,6.0,230,19,27,4120,119,200
35,345,2,0,1,28800,25690,3.3,6.0,230,19,27,4165,119,200
35,102,3,0,1,22570,20363,1.8,4.0,180,24,33,2500,102,171
35,232,3,0,2,25130,22787,1.8,4.0,138,26,32,2195,97,153
35,368,4,0,2,12800,11879,2.4,4.0,142,22,27,2750,103,191
35,386,4,0,2,16495,14978,3.4,6.0,190,16,18,3925,128,218
35,385,4,0,0,25935,23520,3.4,6.0,190,14,17,4435,128,218
35,240,5,0,1,16695,15156,1.8,4.0,130,29,36,2679,102,171
36,376,1,1,0,35515,32243,3.2,6.0,220,15,20,5086,112,187
36,179,2,1,1,18715,17478,2.0,4.0,115,24,31,2897,99,165
36,174,2,1,1,19825,18109,1.8,4.0,180,24,31,2934,99,168
36,206,2,1,1,21055,19638,1.9,4.0,100,38,46,3003,99,172
36,260,2,1,1,21055,19638,1.8,4.0,150,24,31,2820,99,161
36,205,2,1,1,23785,21686,2.8,6.0,200,21,30,3179,99,172
36,261,2,1,1,23215,21689,2.0,4.0,115,24,30,3082,99,161
36,278,2,1,1,23955,21898,1.8,4.0,170,22,31,3241,106,185
36,279,2,1,1,33180,30583,2.8,6.0,190,19,26,3721,106,185
36,281,2,1,1,39235,36052,4.0,8.0,270,18,25,3953,106,185
36,284,2,1,1,65000,59912,4.2,8.0,335,16,22,5194,118,204
36,285,2,1,1,75000,69130,6.0,12.0,420,12,19,5399,118,204
36,204,5,1,1,19005,17427,2.0,4.0,115,24,30,3034,99,174
36,277,5,1,1,24955,22801,1.8,4.0,170,22,31,3338,106,184
36,280,5,1,1,40235,36956,4.0,8.0,270,18,25,4067,106,184
37,401,1,1,0,41250,38851,2.9,6.0,268,15,20,4638,113,189
37,312,2,1,1,25135,23701,1.9,4.0,170,22,29,2767,101,178
37,315,2,1,0,31745,29916,2.5,5.0,208,20,27,3903,107,180
37,317,2,1,1,34845,32902,2.3,5.0,247,20,28,3766,107,180
37,316,2,1,0,37560,35382,2.5,5.0,300,18,25,3571,107,181
37,319,2,1,1,37730,35542,2.9,6.0,208,20,28,3576,110,190
37,318,2,1,0,37885,35688,2.5,5.0,194,20,27,3691,110,190
37,83,2,1,1,40565,38203,2.4,5.0,197,21,28,3450,105,186
37,82,2,1,1,42565,40083,2.3,5.0,242,20,26,3450,105,186
37,320,2,1,1,45210,42573,2.9,6.0,268,19,26,3653,110,190
37,387,5,1,1,26135,24641,1.9,4.0,170,22,29,2822,101,180
37,400,5,1,0,35145,33112,2.5,5.0,208,20,27,3823,109,186
